q_id,web_list
596,"[1704, 1705, 1762, 1758, 1761]"
597,"[1705, 1704, 409, 101, 1567]"
598,"[1704, 1705, 441, 1513, 628]"
599,"[1704, 1705, 334, 1915, 1125]"
600,"[1704, 1705, 1068, 374, 1724]"
601,"[1704, 1705, 1759, 1752, 789]"
602,"[1704, 1705, 1777, 1765, 108]"
603,"[1015, 1760, 1758, 1001, 1762]"
604,"[1704, 1705, 818, 1758, 1762]"
605,"[1041, 410, 1202, 1915, 937]"
606,"[1030, 1705, 1704, 1752, 1916]"
607,"[1704, 1705, 374, 334, 1756]"
608,"[1705, 1704, 1758, 257, 1721]"
609,"[1113, 1147, 1705, 1704, 310]"
610,"[1776, 1757, 411, 1753, 564]"
611,"[1705, 1704, 1134, 442, 1753]"
612,"[1704, 1705, 1762, 1758, 1760]"
613,"[1705, 1704, 1762, 455, 1904]"
614,"[1704, 1705, 1794, 1752, 7]"
615,"[481, 211, 1752, 1705, 985]"
616,"[1704, 1705, 1690, 125, 902]"
617,"[1721, 1752, 1264, 1570, 1776]"
618,"[575, 564, 563, 562, 567]"
619,"[1705, 1704, 1066, 1032, 289]"
620,"[1023, 440, 285, 1172, 1752]"
621,"[1705, 1704, 1762, 1758, 1243]"
622,"[1076, 1131, 1087, 1037, 1075]"
623,"[7, 440, 277, 564, 575]"
624,"[1704, 1705, 1752, 1760, 108]"
625,"[1753, 1705, 1704, 757, 1785]"
626,"[1721, 1704, 1705, 789, 334]"
627,"[1705, 1704, 1760, 1762, 1761]"
628,"[1137, 1727, 762, 1135, 761]"
629,"[1877, 1570, 1015, 1895, 1705]"
630,"[1721, 1705, 1758, 1067, 1704]"
631,"[1705, 1704, 1030, 1033, 937]"
632,"[1704, 1705, 1760, 1762, 1758]"
633,"[1704, 1705, 1264, 577, 542]"
634,"[1705, 1704, 1753, 1113, 1758]"
635,"[165, 1029, 161, 163, 928]"
636,"[24, 1092, 836, 1800, 1803]"
637,"[1705, 1704, 1760, 1762, 1513]"
638,"[1068, 773, 1001, 165, 97]"
639,"[1704, 1705, 1916, 1179, 1880]"
640,"[1030, 1037, 1705, 1704, 1049]"
641,"[1705, 1704, 395, 1029, 361]"
642,"[1705, 1037, 985, 984, 983]"
643,"[1570, 29, 1877, 1015, 1759]"
644,"[1704, 1705, 1721, 1760, 583]"
645,"[1092, 303, 1704, 1705, 1264]"
646,"[374, 1137, 1129, 324, 1160]"
647,"[721, 1025, 937, 159, 924]"
648,"[1705, 1704, 409, 1785, 1896]"
649,"[1705, 1704, 175, 1066, 163]"
650,"[277, 24, 1092, 279, 274]"
651,"[1704, 1705, 1762, 1758, 1761]"
652,"[1705, 1704, 211, 1052, 1756]"
653,"[1704, 1705, 1762, 1761, 1758]"
654,"[1760, 1762, 1758, 1015, 7]"
655,"[1705, 1704, 1029, 1033, 1040]"
656,"[1704, 1705, 454, 455, 1762]"
657,"[1705, 1704, 1785, 379, 1015]"
658,"[1704, 1762, 1758, 1760, 1761]"
659,"[1704, 1705, 1721, 454, 455]"
660,"[1721, 1705, 454, 1704, 1067]"
661,"[1704, 1705, 368, 1157, 362]"
662,"[1704, 1705, 1760, 1761, 1762]"
663,"[1705, 1704, 1758, 1762, 1760]"
664,"[1704, 1705, 1067, 372, 1113]"
665,"[1705, 1704, 1910, 116, 1758]"
666,"[1705, 1704, 1870, 1874, 1824]"
667,"[341, 334, 1705, 1704, 343]"
668,"[1488, 211, 1705, 1704, 1014]"
669,"[1705, 1704, 277, 1910, 1116]"
670,"[1578, 11, 7, 1015, 1513]"
671,"[1705, 1704, 1915, 410, 1202]"
672,"[1705, 1704, 1041, 1030, 163]"
673,"[1121, 277, 1056, 47, 11]"
674,"[374, 1125, 1137, 1129, 334]"
675,"[836, 575, 564, 563, 562]"
676,"[1704, 1881, 277, 1224, 1705]"
677,"[7, 1085, 388, 11, 303]"
678,"[313, 1297, 1184, 1527, 1705]"
679,"[868, 1163, 1179, 1727, 18]"
680,"[1705, 1704, 1907, 698, 1762]"
681,"[277, 454, 1015, 1513, 564]"
682,"[1570, 1015, 1877, 1762, 1758]"
683,"[1001, 24, 408, 1297, 1015]"
684,"[1704, 1705, 1762, 1758, 1761]"
685,"[1907, 1526, 1761, 1760, 478]"
686,"[1031, 1027, 1035, 924, 925]"
687,"[1704, 1705, 340, 1763, 692]"
688,"[410, 1030, 1202, 165, 211]"
689,"[1176, 272, 344, 274, 277]"
690,"[1705, 1704, 818, 861, 468]"
691,"[1705, 1704, 1033, 937, 1040]"
692,"[165, 1025, 937, 159, 98]"
693,"[1704, 1705, 1762, 1758, 1760]"
694,"[1704, 1705, 1762, 1758, 1761]"
695,"[165, 1202, 1915, 410, 1916]"
696,"[277, 1274, 1758, 1705, 1092]"
697,"[1705, 1704, 1026, 1042, 1029]"
698,"[1705, 1704, 1758, 1880, 1762]"
699,"[1704, 1705, 1758, 1761, 1762]"
700,"[440, 1243, 1758, 1705, 1704]"
701,"[1705, 1704, 1907, 1157, 1068]"
702,"[1877, 29, 1015, 1570, 1705]"
703,"[1704, 1705, 374, 334, 851]"
704,"[1026, 175, 165, 1043, 1014]"
705,"[1705, 1704, 1488, 1776, 1757]"
706,"[1704, 1705, 442, 398, 1753]"
707,"[221, 1916, 144, 988, 954]"
708,"[1916, 1137, 1160, 699, 702]"
709,"[338, 289, 1065, 1125, 409]"
710,"[1077, 1776, 1757, 334, 1875]"
711,"[1704, 1705, 1915, 1068, 165]"
712,"[1705, 1704, 1774, 1769, 1721]"
713,"[1800, 1780, 1779, 1803, 49]"
714,"[1749, 163, 102, 1746, 1202]"
715,"[925, 1761, 1760, 165, 1916]"
716,"[1085, 1705, 1704, 15, 304]"
717,"[969, 1738, 1907, 1042, 1050]"
718,"[1705, 1704, 257, 1785, 1297]"
719,"[1704, 1705, 1760, 1762, 1761]"
720,"[762, 780, 758, 1735, 398]"
721,"[1705, 1704, 1762, 1758, 1761]"
722,"[1810, 1706, 1837, 1833, 1828]"
723,"[1705, 1704, 1064, 1567, 1513]"
724,"[818, 1704, 1705, 1800, 1759]"
725,"[1705, 1704, 1800, 1092, 73]"
726,"[1704, 1705, 1759, 1764, 1779]"
727,"[1704, 1705, 1077, 305, 1264]"
728,"[1705, 1704, 1758, 1721, 1910]"
729,"[334, 1704, 1705, 819, 1165]"
730,"[374, 340, 1704, 1705, 334]"
731,"[374, 1137, 1129, 1705, 1704]"
732,"[1721, 341, 1187, 1509, 567]"
733,"[1705, 1704, 1758, 1762, 1760]"
734,"[1704, 1705, 361, 1721, 108]"
735,"[1704, 1705, 1029, 1026, 164]"
736,"[7, 575, 564, 562, 563]"
737,"[1131, 1662, 1637, 779, 1066]"
738,"[1015, 102, 1113, 1762, 1758]"
739,"[1705, 1704, 1721, 372, 1068]"
740,"[1704, 1705, 1762, 1758, 1761]"
741,"[1705, 1704, 1758, 1762, 1910]"
742,"[1028, 411, 24, 614, 1239]"
743,"[818, 1704, 1705, 1800, 1759]"
744,"[1066, 1704, 1705, 1915, 1040]"
745,"[341, 1064, 289, 272, 1522]"
746,"[1704, 1705, 1752, 334, 773]"
747,"[1704, 1705, 1064, 106, 321]"
748,"[361, 1133, 377, 360, 1137]"
749,"[1704, 1705, 1721, 108, 361]"
750,"[1756, 1704, 1705, 349, 1149]"
751,"[937, 159, 163, 1029, 165]"
752,"[7, 11, 32, 29, 1015]"
753,"[1704, 1705, 1762, 1758, 1760]"
754,"[289, 1067, 1753, 1721, 339]"
755,"[1705, 1704, 1752, 762, 1764]"
756,"[1705, 1704, 1067, 1769, 1774]"
757,"[1704, 481, 1705, 1759, 1752]"
758,"[7, 618, 1113, 332, 11]"
759,"[1705, 1704, 1041, 1753, 1037]"
760,"[1030, 1752, 1037, 1916, 1029]"
761,"[1704, 1705, 1029, 1034, 928]"
762,"[1704, 1705, 1916, 1066, 410]"
763,"[1705, 1704, 688, 1131, 1041]"
764,"[1705, 1704, 1762, 1760, 440]"
765,"[1705, 1704, 1721, 108, 1077]"
766,"[1705, 1704, 1762, 657, 1760]"
767,"[1705, 1704, 1054, 1772, 1513]"
768,"[1704, 1776, 1757, 1705, 567]"
769,"[937, 159, 928, 165, 161]"
770,"[24, 1092, 836, 1800, 1803]"
771,"[303, 1705, 1704, 818, 1720]"
772,"[1910, 1746, 420, 124, 1067]"
773,"[1704, 1705, 1098, 349, 1756]"
774,"[1704, 1705, 379, 1044, 922]"
775,"[319, 1738, 1062, 801, 1056]"
776,"[1037, 1066, 1752, 1029, 1916]"
777,"[363, 1705, 374, 1875, 380]"
778,"[1705, 1704, 374, 1137, 699]"
779,"[1752, 1068, 1205, 271, 918]"
780,"[1704, 1705, 1915, 1068, 692]"
781,"[277, 1274, 1092, 24, 310]"
782,"[1705, 481, 1704, 1776, 1757]"
783,"[334, 1125, 692, 437, 343]"
784,"[801, 1179, 47, 1738, 1001]"
785,"[1704, 1705, 1761, 1760, 1773]"
786,"[1705, 1704, 352, 1756, 67]"
787,"[1570, 1877, 29, 1785, 1895]"
788,"[1705, 1704, 1758, 1030, 1157]"
789,"[28, 567, 568, 575, 562]"
790,"[1705, 1704, 1066, 1041, 1040]"
791,"[1704, 1705, 1762, 1758, 1760]"
792,"[277, 1092, 24, 1243, 1274]"
793,"[1176, 277, 440, 272, 279]"
794,"[1770, 1028, 1925, 1795, 638]"
795,"[1705, 108, 1704, 1066, 1721]"
796,"[1704, 1705, 1758, 1762, 372]"
797,"[1705, 1704, 1273, 447, 454]"
798,"[7, 11, 1015, 1762, 564]"
799,"[1721, 1264, 1067, 836, 379]"
800,"[1705, 1704, 1030, 175, 1916]"
801,"[272, 24, 1566, 1570, 1243]"
802,"[1704, 1705, 1029, 1034, 165]"
803,"[1071, 1705, 1704, 868, 1748]"
804,"[1776, 1757, 1753, 1915, 1030]"
805,"[1026, 1054, 1704, 1705, 1038]"
806,"[818, 1704, 1705, 1761, 1762]"
807,"[1704, 1705, 1761, 1760, 1758]"
808,"[1705, 1704, 1758, 1760, 1113]"
809,"[1705, 1704, 165, 216, 398]"
810,"[1063, 1567, 567, 562, 564]"
811,"[1704, 1705, 1112, 454, 455]"
812,"[1704, 1705, 211, 1154, 1049]"
813,"[1704, 1705, 106, 1064, 409]"
814,"[163, 175, 1627, 1527, 102]"
815,"[1753, 1705, 1704, 1752, 1772]"
816,"[1705, 1704, 1049, 255, 1055]"
817,"[1705, 1704, 1712, 1898, 590]"
818,"[1704, 1705, 1753, 361, 1578]"
819,"[1705, 1704, 1758, 1762, 1761]"
820,"[1567, 959, 1772, 868, 97]"
821,"[1026, 1025, 937, 175, 159]"
822,"[1049, 722, 1037, 1030, 1705]"
823,"[1704, 1705, 1762, 1758, 1761]"
824,"[165, 1753, 175, 1025, 937]"
825,"[688, 1067, 164, 1705, 1704]"
826,"[1704, 1705, 1071, 868, 1627]"
827,"[1704, 1705, 1071, 1748, 868]"
828,"[1704, 1705, 1753, 1014, 1026]"
829,"[454, 1705, 1704, 409, 455]"
830,"[1064, 1627, 1905, 175, 1527]"
831,"[1705, 1704, 1761, 1760, 1758]"
832,"[1907, 1040, 937, 164, 165]"
833,"[1705, 1704, 1147, 1721, 1032]"
834,"[259, 224, 1704, 1705, 476]"
835,"[1704, 1705, 1761, 1762, 1760]"
836,"[1054, 1045, 1042, 1917, 1049]"
837,"[1907, 390, 1647, 455, 1179]"
838,"[1705, 1704, 762, 441, 1297]"
839,"[7, 277, 868, 1748, 1297]"
840,"[1030, 1705, 1704, 1025, 937]"
841,"[1705, 1704, 159, 937, 1025]"
842,"[222, 1047, 728, 1648, 1048]"
843,"[1779, 341, 1647, 1704, 1762]"
844,"[618, 7, 32, 411, 18]"
845,"[1705, 1704, 1033, 1040, 1041]"
846,"[1030, 369, 1649, 1054, 1705]"
847,"[801, 47, 1705, 1704, 1001]"
848,"[1705, 1704, 1774, 1905, 1627]"
849,"[1705, 277, 1116, 1748, 312]"
850,"[1705, 1704, 1029, 1040, 1041]"
851,"[1705, 1704, 1774, 1760, 165]"
852,"[1877, 1570, 1705, 1704, 1015]"
853,"[1704, 1705, 362, 1602, 357]"
854,"[272, 275, 281, 279, 270]"
855,"[303, 1021, 1054, 1704, 1705]"
856,"[692, 377, 395, 334, 1029]"
857,"[1705, 1704, 868, 365, 1748]"
858,"[369, 377, 361, 320, 396]"
859,"[1057, 272, 1705, 1704, 1308]"
860,"[1704, 1705, 1064, 409, 1758]"
861,"[1705, 1704, 1760, 542, 1513]"
862,"[937, 159, 1025, 1040, 1029]"
863,"[285, 7, 32, 804, 1050]"
864,"[341, 1915, 1068, 97, 335]"
865,"[1753, 481, 1473, 1764, 65]"
866,"[1704, 1705, 409, 220, 379]"
867,"[1704, 1705, 111, 128, 144]"
868,"[279, 277, 272, 275, 274]"
869,"[1704, 1705, 1064, 124, 98]"
870,"[1704, 1705, 362, 1769, 1775]"
871,"[836, 1015, 1243, 575, 564]"
872,"[1704, 1705, 1116, 289, 1907]"
873,"[1041, 98, 165, 1040, 1202]"
874,"[11, 1705, 1704, 1246, 1513]"
875,"[250, 255, 223, 971, 208]"
876,"[1057, 220, 219, 1058, 1130]"
877,"[277, 1243, 24, 7, 440]"
878,"[1704, 1705, 362, 372, 1050]"
879,"[1655, 1705, 1704, 718, 97]"
880,"[1704, 1705, 1758, 1762, 1760]"
881,"[1705, 1704, 621, 868, 1748]"
882,"[1705, 1704, 1758, 1762, 1761]"
883,"[1705, 1704, 1762, 1758, 1761]"
884,"[1704, 1705, 1032, 1066, 1916]"
885,"[1112, 454, 1704, 1070, 455]"
886,"[1704, 1705, 1761, 1308, 1760]"
887,"[289, 1907, 97, 96, 1068]"
888,"[1070, 335, 291, 866, 674]"
889,"[335, 291, 1070, 864, 1704]"
890,"[1705, 1704, 1774, 1762, 1758]"
891,"[7, 11, 409, 1705, 1704]"
892,"[1704, 1705, 1029, 1030, 1753]"
893,"[1705, 1704, 836, 81, 575]"
894,"[1727, 1728, 361, 362, 1001]"
895,"[277, 220, 24, 11, 409]"
896,"[1705, 1704, 11, 409, 1001]"
897,"[1753, 1029, 1030, 1040, 1026]"
898,"[1704, 1705, 1627, 313, 119]"
899,"[1704, 1705, 1762, 1758, 1761]"
900,"[250, 219, 965, 998, 223]"
901,"[102, 409, 1705, 1704, 1527]"
902,"[1705, 1704, 395, 1677, 1639]"
903,"[985, 965, 957, 197, 953]"
904,"[1705, 1704, 1299, 97, 1131]"
905,"[277, 1116, 1176, 1705, 1704]"
906,"[1705, 1704, 698, 165, 1064]"
907,"[1753, 937, 159, 1029, 165]"
908,"[1026, 166, 737, 175, 620]"
909,"[1704, 1705, 409, 455, 454]"
910,"[1705, 1704, 1769, 1758, 1762]"
911,"[7, 277, 836, 312, 1116]"
912,"[1705, 1704, 1297, 126, 411]"
913,"[222, 1055, 1047, 221, 1049]"
914,"[1113, 1880, 1705, 1704, 332]"
915,"[1064, 1115, 1705, 1704, 1627]"
916,"[923, 289, 96, 97, 170]"
917,"[1705, 1704, 1776, 1757, 1753]"
918,"[1705, 1704, 618, 277, 1116]"
919,"[1026, 1045, 1044, 1043, 1042]"
920,"[440, 272, 409, 1705, 1704]"
921,"[878, 875, 119, 97, 1770]"
922,"[1705, 1704, 1706, 1810, 1850]"
923,"[1753, 721, 165, 1025, 937]"
924,"[175, 165, 163, 1071, 1025]"
925,"[1820, 1819, 1818, 1817, 1816]"
926,"[1705, 1704, 979, 211, 985]"
927,"[1705, 1704, 868, 102, 1297]"
928,"[1064, 1705, 1704, 1567, 1063]"
929,"[7, 1748, 11, 1297, 277]"
930,"[1705, 1704, 1677, 1907, 64]"
931,"[1020, 1190, 1023, 381, 1125]"
932,"[1705, 1704, 98, 698, 164]"
933,"[1705, 1066, 1907, 1704, 1125]"
934,"[1705, 7, 579, 567, 575]"
935,"[1705, 1704, 868, 1748, 18]"
936,"[163, 165, 175, 919, 1025]"
937,"[1758, 1705, 1704, 1762, 1064]"
938,"[1705, 1704, 1880, 361, 395]"
939,"[277, 1116, 1705, 342, 312]"
940,"[1243, 440, 1274, 1910, 1705]"
941,"[1704, 1705, 1760, 1774, 1064]"
942,"[1066, 1704, 1705, 1907, 1916]"
943,"[1705, 1704, 836, 1758, 1762]"
944,"[1705, 1704, 273, 726, 270]"
945,"[1724, 339, 1068, 1705, 1704]"
946,"[1705, 1704, 836, 1775, 1769]"
947,"[119, 933, 1045, 1044, 1043]"
948,"[922, 313, 1028, 290, 1073]"
949,"[1264, 1750, 1770, 1567, 574]"
950,"[1704, 1705, 440, 1067, 289]"
951,"[915, 979, 1061, 972, 165]"
952,"[440, 836, 575, 1067, 567]"
953,"[175, 1526, 1627, 1705, 1704]"
954,"[1704, 1705, 1762, 1758, 1760]"
955,"[1705, 1704, 1026, 1567, 409]"
956,"[1704, 1705, 289, 1769, 106]"
957,"[1071, 1748, 868, 801, 1179]"
958,"[836, 1758, 818, 575, 588]"
959,"[1704, 1705, 1064, 455, 454]"
960,"[1705, 1704, 89, 1907, 937]"
961,"[1705, 1704, 1758, 124, 1904]"
962,"[440, 1705, 1704, 502, 43]"
963,"[1705, 1704, 1067, 836, 1567]"
964,"[1705, 1704, 339, 379, 1172]"
965,"[279, 310, 344, 275, 277]"
966,"[1704, 1705, 1136, 1762, 1092]"
967,"[1015, 1760, 1758, 1762, 1705]"
968,"[1704, 1705, 1125, 108, 343]"
969,"[878, 1045, 1044, 1043, 1042]"
970,"[1705, 1704, 362, 919, 92]"
971,"[1041, 935, 1029, 409, 164]"
972,"[1057, 1015, 1224, 1116, 1760]"
973,"[1627, 1905, 175, 163, 1705]"
974,"[1705, 1704, 1706, 1837, 1833]"
975,"[1029, 1705, 1704, 1030, 1040]"
976,"[1704, 1705, 1068, 1761, 1760]"
977,"[994, 993, 250, 221, 1008]"
978,"[1704, 1705, 1762, 1758, 1761]"
979,"[1049, 222, 211, 1037, 1154]"
980,"[925, 928, 976, 213, 969]"
981,"[1753, 1040, 165, 166, 1041]"
982,"[24, 1057, 7, 277, 411]"
983,"[937, 159, 1029, 1025, 165]"
984,"[1672, 979, 165, 1205, 271]"
985,"[409, 1527, 801, 455, 454]"
986,"[1526, 1627, 175, 106, 1064]"
987,"[1029, 1705, 1916, 1202, 410]"
988,"[339, 1762, 108, 1721, 1724]"
989,"[1026, 1705, 1704, 1045, 1029]"
990,"[1705, 1704, 1526, 106, 1746]"
991,"[801, 47, 1875, 401, 1063]"
992,"[1705, 1704, 1064, 1910, 106]"
993,"[1704, 1705, 1047, 1855, 1077]"
994,"[290, 1040, 1037, 272, 275]"
995,"[1705, 1704, 341, 1915, 343]"
996,"[1705, 1704, 1753, 1040, 98]"
997,"[1907, 1068, 175, 363, 1066]"
998,"[1705, 1704, 339, 441, 1172]"
999,"[97, 96, 1705, 1704, 925]"
1000,"[1705, 1021, 1704, 284, 303]"
1001,"[1015, 801, 409, 11, 1063]"
1002,"[1704, 1774, 1769, 1795, 1032]"
1003,"[1704, 1705, 1769, 1064, 1567]"
1004,"[1753, 937, 159, 165, 163]"
1005,"[1077, 1776, 1757, 1704, 1705]"
1006,"[1704, 1705, 1758, 1762, 1761]"
1007,"[1085, 1091, 1054, 285, 1513]"
1008,"[7, 1297, 562, 564, 575]"
1009,"[954, 1705, 1704, 382, 149]"
1010,"[1155, 1910, 1064, 291, 1704]"
1011,"[1705, 1704, 289, 335, 1067]"
1012,"[1704, 1705, 1762, 1758, 1761]"
1013,"[1907, 175, 1033, 1705, 1704]"
1014,"[937, 159, 165, 163, 1025]"
1015,"[1705, 1704, 409, 1527, 175]"
1016,"[1705, 1704, 1795, 11, 1064]"
1017,"[1776, 1757, 1753, 1053, 1649]"
1018,"[1760, 98, 1066, 900, 1761]"
1019,"[272, 1246, 319, 48, 875]"
1020,"[1705, 1704, 1721, 1067, 454]"
1021,"[1705, 1704, 1795, 102, 1758]"
1022,"[1776, 1757, 1704, 1705, 111]"
1023,"[1704, 1762, 1705, 1758, 1068]"
1024,"[430, 1256, 1106, 1648, 1254]"
1025,"[1704, 1705, 1762, 1758, 1277]"
1026,"[440, 1705, 1704, 502, 43]"
1027,"[1705, 1704, 1029, 165, 1041]"
1028,"[1705, 1704, 1264, 1856, 1857]"
1029,"[1054, 1030, 1705, 1704, 1042]"
1030,"[1705, 1704, 277, 312, 1297]"
1031,"[1704, 1705, 430, 79, 1609]"
1032,"[1705, 1704, 1067, 1775, 1769]"
1033,"[1704, 1705, 692, 395, 1916]"
1034,"[272, 277, 279, 275, 1705]"
1035,"[98, 409, 657, 420, 102]"
1036,"[1064, 1616, 273, 1035, 341]"
1037,"[1705, 1704, 762, 819, 1916]"
1038,"[1705, 1704, 1762, 1758, 1062]"
1039,"[1705, 1704, 1761, 1760, 108]"
1040,"[1143, 1057, 1121, 420, 98]"
1041,"[1014, 938, 1704, 1034, 1304]"
1042,"[1789, 437, 1790, 1283, 1268]"
1043,"[1049, 1055, 1154, 1052, 737]"
1044,"[1916, 1907, 1704, 1032, 1163]"
1045,"[411, 7, 1239, 1243, 1750]"
1046,"[1704, 1705, 1154, 1014, 1026]"
1047,"[1704, 1705, 1915, 1068, 1202]"
1048,"[1030, 928, 933, 1749, 1821]"
1049,"[164, 1651, 1026, 1041, 1602]"
1050,"[1705, 1066, 1704, 1068, 1907]"
1051,"[1040, 1066, 165, 1041, 935]"
1052,"[1690, 1077, 1344, 329, 1637]"
1053,"[1176, 1173, 1142, 344, 402]"
1054,"[1704, 1705, 1015, 1758, 1513]"
1055,"[220, 409, 1058, 1063, 1567]"
1056,"[1704, 1705, 1763, 1299, 1753]"
1057,"[1753, 1040, 1025, 937, 159]"
1058,"[1068, 1705, 1704, 108, 289]"
1059,"[1705, 1704, 379, 1183, 1172]"
1060,"[1705, 1704, 1774, 1762, 1758]"
1061,"[1705, 1704, 1202, 410, 1014]"
1062,"[1705, 1704, 1758, 1761, 111]"
1063,"[919, 1040, 935, 1749, 954]"
1064,"[1704, 1705, 362, 1602, 357]"
1065,"[1704, 1705, 1837, 1833, 1828]"
1066,"[1705, 1704, 1677, 904, 1674]"
1067,"[1705, 1704, 1068, 481, 89]"
1068,"[1748, 1705, 1704, 1513, 1806]"
1069,"[1704, 1705, 801, 1015, 114]"
1070,"[1705, 1704, 1064, 409, 1896]"
1071,"[1916, 1037, 165, 1297, 97]"
1072,"[1705, 1704, 1762, 1904, 409]"
1073,"[1705, 1704, 1758, 43, 1063]"
1074,"[1704, 1705, 937, 1040, 1025]"
1075,"[1705, 1704, 277, 275, 1772]"
1076,"[1704, 1705, 1706, 1810, 1301]"
1077,"[1064, 1705, 1704, 159, 164]"
1078,"[1066, 1068, 1907, 289, 1155]"
1079,"[688, 1722, 292, 411, 97]"
1080,"[1705, 1704, 1915, 789, 1916]"
1081,"[1049, 1026, 1037, 1030, 737]"
1082,"[1015, 7, 575, 564, 563]"
1083,"[1705, 1704, 409, 11, 1758]"
1084,"[1704, 1705, 1721, 108, 1915]"
1085,"[361, 395, 1705, 1704, 408]"
1086,"[461, 1705, 1704, 409, 465]"
1087,"[1068, 1724, 1705, 1704, 1907]"
1088,"[1124, 1035, 1129, 1172, 164]"
1089,"[165, 979, 211, 721, 164]"
1090,"[1705, 1704, 1029, 937, 165]"
1091,"[818, 575, 588, 579, 562]"
1092,"[1705, 1704, 979, 1488, 1756]"
1093,"[1705, 1704, 349, 1756, 1931]"
1094,"[1705, 1029, 1704, 361, 1026]"
1095,"[1753, 937, 165, 1025, 159]"
1096,"[1753, 1068, 1915, 89, 102]"
1097,"[1704, 1705, 1768, 937, 89]"
1098,"[1704, 1705, 1795, 1770, 1437]"
1099,"[1264, 102, 409, 574, 398]"
1100,"[165, 1064, 773, 1125, 1184]"
1101,"[1029, 165, 163, 1041, 928]"
1102,"[1704, 1705, 1762, 1758, 1795]"
1103,"[1704, 1705, 1760, 1753, 1761]"
1104,"[1793, 1792, 1790, 1788, 1791]"
1105,"[1015, 1776, 1757, 1877, 1785]"
1106,"[1705, 1704, 106, 1769, 1910]"
1107,"[1704, 1705, 409, 922, 1896]"
1108,"[1705, 1760, 1758, 1704, 1761]"
1109,"[47, 11, 1057, 1748, 801]"
1110,"[1705, 1704, 379, 1067, 1721]"
1111,"[1705, 1704, 1774, 1758, 1762]"
1112,"[706, 782, 1705, 1704, 701]"
1113,"[7, 1001, 277, 1297, 1513]"
1114,"[342, 1705, 1704, 312, 1752]"
1115,"[1704, 1705, 583, 440, 581]"
1116,"[1907, 175, 1068, 102, 165]"
1117,"[1028, 409, 455, 454, 220]"
1118,"[430, 324, 1133, 1029, 1076]"
1119,"[1705, 1704, 1762, 1758, 1761]"
1120,"[1064, 1915, 937, 159, 163]"
1121,"[1704, 1705, 1795, 1760, 1761]"
1122,"[272, 108, 1167, 1297, 868]"
1123,"[1705, 1704, 1066, 289, 1068]"
1124,"[836, 377, 1721, 1067, 1513]"
1125,"[1705, 1704, 1837, 1833, 1828]"
1126,"[440, 836, 277, 1116, 575]"
1127,"[1705, 1704, 1907, 59, 1905]"
1128,"[1071, 1753, 98, 1705, 1704]"
1129,"[618, 220, 1297, 277, 1057]"
1130,"[272, 1116, 290, 382, 1905]"
1131,"[1705, 1704, 1301, 361, 452]"
1132,"[1705, 1704, 1753, 1030, 410]"
1133,"[1704, 1705, 334, 333, 1915]"
1134,"[1054, 979, 1049, 212, 1705]"
1135,"[1015, 32, 7, 564, 563]"
1136,"[1704, 1705, 455, 1070, 1762]"
1137,"[165, 1029, 1672, 1025, 721]"
1138,"[97, 96, 170, 1068, 98]"
1139,"[1099, 1108, 1087, 1088, 1111]"
1140,"[1704, 1705, 1795, 1769, 1758]"
1141,"[1704, 1705, 1795, 1762, 1064]"
1142,"[1049, 1026, 1037, 1034, 1055]"
1143,"[1746, 165, 175, 1310, 921]"
1144,"[1705, 1704, 274, 278, 731]"
1145,"[1704, 1705, 1753, 361, 441]"
1146,"[290, 1122, 1064, 275, 277]"
1147,"[344, 1176, 289, 1067, 342]"
1148,"[1704, 1705, 361, 1054, 441]"
1149,"[1705, 1704, 1067, 1068, 1762]"
1150,"[440, 836, 277, 81, 1116]"
1151,"[1705, 1704, 1875, 590, 579]"
1152,"[1705, 1704, 440, 1274, 126]"
1153,"[165, 1025, 937, 159, 1202]"
1154,"[1705, 1704, 1190, 1015, 1785]"
1155,"[801, 47, 739, 1001, 1179]"
1156,"[410, 1202, 1753, 211, 979]"
1157,"[1753, 937, 159, 1025, 165]"
1158,"[1705, 1704, 1015, 1113, 16]"
1159,"[1705, 1704, 344, 289, 1774]"
1160,"[1705, 1704, 1762, 1758, 1761]"
1161,"[1705, 1704, 1040, 1037, 165]"
1162,"[1057, 1066, 277, 1116, 1772]"
1163,"[390, 801, 455, 1035, 319]"
1164,"[1030, 1033, 165, 164, 1040]"
1165,"[1041, 165, 1202, 410, 175]"
1166,"[223, 998, 265, 209, 251]"
1167,"[345, 1133, 108, 1770, 394]"
1168,"[1049, 165, 1040, 163, 937]"
1169,"[1915, 1672, 211, 789, 1202]"
1170,"[290, 279, 281, 1758, 1705]"
1171,"[1916, 106, 1032, 1907, 1769]"
1172,"[1910, 1705, 1704, 277, 1297]"
1173,"[409, 1905, 455, 1527, 440]"
1174,"[344, 1745, 1671, 1616, 97]"
1175,"[212, 211, 213, 981, 980]"
1176,"[7, 1513, 575, 562, 564]"
1177,"[1058, 7, 440, 1134, 20]"
1178,"[1704, 1705, 1762, 1758, 1761]"
1179,"[411, 1264, 1704, 1705, 1567]"
1180,"[1705, 1704, 411, 1297, 1246]"
1181,"[1705, 1704, 1820, 1819, 1818]"
1182,"[1705, 1704, 1758, 1760, 1761]"
1183,"[1086, 1689, 1106, 1793, 1087]"
1184,"[277, 274, 279, 272, 275]"
1185,"[440, 344, 1067, 346, 634]"
1186,"[1705, 1704, 1029, 1034, 1040]"
